DataID,"Data Type (Article, Policy Brief, Treaty, News etc)",Link,Full Text,Image URL,Date Published,Published by,Title,Remarks
2022/1017,Article,https://www.telegraph.co.uk/global-health/science-and-disease/warrior-spirit-sheep-diplomacy-mongolia-sprinting-ahead-vaccine/,"Mongolia is a small player on the international stage, best known for its expansive, rugged landscapes and nomadic culture. 

But amid a frantic global scramble for vaccines, the sparsely populated nation has become the latest – and perhaps most surprising – member of an elusive club: those with plenty of shots. 

According to the latest government data, 88 per cent of Mongolia’s adult population has had their first vaccine, while 40 per cent have been given two. In the capital city, Ulaanbaatar, nearly 99 per cent of adults have had at least one jab – and there are no signs the country will soon exhaust its supply. 

Like other smaller, not necessarily wealthy, countries that have seen success – notably Bhutan and Serbia – Mongolia has exploited close relationships with its neighbours, superpowers that are keen to further their own aims through ‘vaccine diplomacy’. 

Though India sent a donation of roughly 150,000 AstraZeneca vaccines in late February and close to 100,000 have arrived through the Covax distribution scheme, the bulk of roughly 4.3 million doses so far have come from China and Russia.  

“We were very aware of our relationships with our neighbours and wanted to utilise that,” Bolormaa Enkhbat, an economic and development policy adviser to the Mongolian prime minister, told The Telegraph. 


“But that wasn’t easy, just to get in line is quite difficult,” she said, describing a series of relentless calls and meetings driven by the country’s relatively new Prime Minister, Oyun-Erdene Luvsannamsrai, and his ambassadors abroad. 

“Mongolians [have] this very warrior-like spirit,” Ms Enkhbat added. “You know, a ‘we want to get this done and we’re going to get this done’ type of attitude.”

That persistence has paid off. The government has struck a deal for a million Sputnik V vaccines, though just 60,000 have so far arrived from Russia due to challenges ramping up manufacturing capacity.

But last week, the final shipment of four million shots arrived from China’s state owned Sinopharm, which has formed the backbone of Mongolia’s supply. That should be enough to cover its adult population, which numbers almost 2.1 million, according to the government.

Academics including Oyunsuren Damdinsuren, from the school of international relations at the National University of Mongolia, credit what President Khaltmaagiin Battulga calls “sheep diplomacy” for this foreign policy win. 

Workers unload the arriving shipment of AstraZeneca coronavirus vaccine provided by the Indian government at an airport in Ulaanbaatar, the capital of Mongolia
Workers unload the arriving shipment of AstraZeneca coronavirus vaccine provided by the Indian government at an airport in Ulaanbaatar, the capital of Mongolia CREDIT: Byambasuren BYAMBA-OCHIR / AFP
“He was the first foreign head of state to visit China after the pandemic had started in Wuhan, and donated 30,000 sheep as humanitarian assistance,” she told The Telegraph. “[This] paved the way to receive 300,000 doses of Sinopharm vaccine as a donation and further secure purchases of additional vaccines.” 

But Mongolia’s coronavirus response has not all been plain sailing. While the country managed to remain Covid free for 10 months – in part due to stringent border controls which prevented even Mongolian nationals from entering – the virus arrived in November.

The resulting restrictions toppled the former Prime Minister – Mongolia has a presidential head of state with the prime minister holding executive power – who resigned amid widespread protests in January. 

His replacement, Mr Oyun-Erdene, has made vaccinations a key pillar of his strategy to end lockdown measures. But in March the country saw its largest surge in cases yet, amid large public events and concerts to commemorate the 100th anniversary of the Mongolian People’s Party. 

“Leaders and artists did not wear masks,” said Prof Damdinsuren. “Their photos and footage without masks sent a wrong message to the public and a false sense of security.”


Once the virus was circulating, she added, it spread rapidly through cities on overcrowded public transport – cases peaked at around 2,500 a day in late April, up from an average of only around 40 new infections per day throughout February. 

Cases in the wider country, among the nomadic population – which makes up around 30 per cent of the populace – have remained, like the people themselves, few and far between. 

But the urban surge made vaccination an urgent priority. The rollout began first in Ulaanbaatar, which is home to roughly half of Mongolia’s population. The country’s approach has also bucked the global trend, prioritising younger groups rather than the old and vulnerable, in a bid to control transmission and curb the surge. 

And while Ms Enkhbat said there is no widespread anti-vaccination movement, trust in China’s vaccine has been lower. This is especially true among the older generation, who grew up at a time when Mongolia and the Soviet Union were strong allies, and wanted to wait for Sputnik V. 

In an attempt to encourage vaccinations, the government introduced a policy to pay 50,000 Mongolian Tugriks (MNT), roughly £13, to people after their second jab – the average monthly salary in 2020 was around £320. 

And while Sinopharm is free for all, those under 65 must pay around 120,000 MNT (£30) for Sputnik at a private hospital. Some sports facilities, like gyms and swimming pools, are only allowing fully vaccinated people. 

Sükhbaatar Square, the central square in Ulaanbaatar. The plaza features an equestrian statue of Damdin Sükhbaatar, Mongolian's revolutionary hero, while a large colonnade monument dedicated to Genghis Khan, dominates the square's north face
Sükhbaatar Square, the central square in Ulaanbaatar. The plaza features an equestrian statue of Damdin Sükhbaatar, Mongolian's revolutionary hero, while a large colonnade monument dedicated to Genghis Khan, dominates the square's north face CREDIT: Hemis.fr/BERTHIER Emmanuel
Reaching those living nomadic lifestyles in remote regions may be a trickier task. Mongolia is the least densely populated country on the globe, with hundreds of thousands of herders living isolated lifestyles in the rugged countryside. 

Ms Enkhbat is confident that the health infrastructure already exists to reach this group. Mobile vaccine centres are already deployed and the first Covax deliveries reached rural Batsumber, a division of Tov province in the north of the country, last week. Yet others are less convinced.

“Around half live in the capital area, the remaining half live over the next 1,500 kilometres,” said Professor Troy Sternberg, a professor at the University of Oxford who has studied the impact of Covid-19 on Mongolia’s pastoralists. “I really wonder how they will be able to vaccinate this rural population – it’s so remote.” 

But, as it stands, the government is so confident the worst of the pandemic is over it is promising citizens a “Covid-free summer” and discussing strategies to reopen, by allowing fully vaccinated travellers to visit. 

And in Ulaanbaatar, at least, Ms Enkhbat believes every adult will be vaccinated “in the next two to three weeks”. 

“Generally Mongolians are very practical folks,” she said. “We’re nomads, we’re very adaptive to change, we saw this as a new world and we prioritised vaccinations and people got vaccinated. So all hands on deck was really a successful strategy.”",https://www.telegraph.co.uk/content/dam/global-health/2021/05/24/TELEMMGLPICT000247317354_trans_NvBQzQNjv4BqpVlberWd9EgFPZtcLiMQfyf2A9a6I9YchsjMeADBa08.jpeg?imwidth=1280,25 May 2021,Telegraph.uk,‘Warrior spirit’ and sheep diplomacy: how Mongolia is sprinting ahead in vaccine race,
2022/1018,Report,https://reliefweb.int/report/mongolia/usaid-rolls-out-us-government-facilitated-pediatric-covid-19-vaccines-worldwide,"On June 18 and 19, the U.S. Agency for International Development (USAID), in collaboration with COVAX, delivered the first two U.S.-facilitated shipments of Pfizer’s pediatric COVID-19 vaccines to Mongolia (302,400 doses) and Nepal (2.2 million doses). These pediatric vaccines are part of President Biden’s commitment to donate COVID-19 vaccine doses to countries around the world.

During the second Global COVID-19 Summit in May, the U.S. announced our commitment to expand our dose donation types to include boosters and pediatric doses to accelerate global vaccine coverage and meet partner countries’ demand for pediatric doses to vaccinate 5 to 11 year-olds. In collaboration with COVAX, USAID will now continue to ship pediatric doses to partner countries around the world that have requested them.

USAID supports countries to address the public health impacts of COVID-19 by reaching high vaccination coverage among the most at-risk populations (i.e. health workers, the elderly, and immunocompromised people) first. Given the ready availability of global COVID-19 vaccine supply, USAID is working with interested partner countries to expand vaccination to additional groups, including children.

Expanding vaccination to children can present countries with opportunities to reach higher risk populations, such as grandparents; increase community acceptance; and contribute to positive norms for COVID-19 vaccination uptake.

In addition to supporting pediatric COVID-19 vaccines, USAID continues its decades-long commitment to support essential immunization to protect children against vaccine-preventable diseases.",,21 Jun 2022,Reliefweb,USAID Rolls Out U.S. Government-Facilitated Pediatric COVID-19 Vaccines Worldwide - Mongolia | ReliefWeb,
2022/1019,Report,https://www.aiib.org/en/projects/details/2021/approved/Mongolia-Support-for-COVID-19-Vaccine-Delivery-in-Mongolia-under-the-Asia-Pacific-Vaccine-Access-Facility.html,"Mongolia: Support for COVID-19 Vaccine Delivery in Mongolia under the Asia Pacific Vaccine Access Facility
SUMMARY
STATUS
Approved
MEMBER
Mongolia
SECTOR
CRF-Public Health
E&S CATEGORY
Category C
PROJECT NUMBER
000519
FINANCING
APPROVED FUNDING
USD21 million
FINANCING TYPE
Sovereign
TIMELINE
CONCEPT REVIEW
May 19, 2021
FINANCING APPROVAL
June 10, 2021
OBJECTIVE
The Project’s objective is to increase availability of the eligible vaccines for the priority population, as defined by the Government of Mongolia in its National Deployment and Vaccination Plan.

DESCRIPTION
The Project is proposed to be supported under the COVID-19 Crisis Recovery Facility (the Facility) of AIIB and co-financed with the Asian Development Bank (ADB) under the ADB’s Asia Pacific Vaccine Access Facility (APVAX).

The Project will provide the Government of Mongolia (GOM) with immediate financing support to purchase safe and effective vaccines against COVID-19 through APVAX. Through providing timely access to eligible COVID-19 vaccines, the Project will help contribute to containment of the pandemic and supporting economic and social recovery in the country.

The GOM has launched its COVID-19 Vaccination Program and developed the National Deployment and Vaccination Plan (NDVP). The NDVP is an integral part of Mongolia's overall national COVID-19 pandemic prevention and response strategic plan. The NDVP ultimately aims to vaccinate 60% of the population. The Project will support the government in direct procurement of APVAX-eligible vaccines from manufacturers as well as international logistics to Mongolia. The Project will support the implementation of the NDVP and contribute to the government's efforts to immunize at least 30% of the population.

ENVIRONMENTAL AND SOCIAL INFORMATION
The loan will be co-financed with ADB as lead co-financier, and the project’s environmental and social (ES) risks and impacts have been assessed in accordance with ADB’s Safeguard Policy Statement (SPS). To ensure a harmonized approach to addressing the ES risks and impacts of the project, and as permitted under AIIB’s Environmental and Social Policy (ESP), ADB’s SPS will apply to the project in lieu of AIIB’s ESP. AIIB has reviewed ADB’s SPS and is satisfied that: (a) it is consistent with AIIB’s Articles of Agreement and materially consistent with the provisions of AIIB’s ESP, including the Environmental and Social Exclusion List (ESEL) and the relevant Environmental and Social Standards (ESSs); and (b) the monitoring procedures that are in place are appropriate for the project.

ADB has categorized the ES risks of the project as Category C for Environment, C for Involuntary Resettlement and C for Indigenous Peoples (which are equivalent to Category C if AIIB’s ESP were applicable) on the basis that no adverse ES impacts are expected. The program is categorized as “some gender elements” by ADB as the project will significantly benefit women and children by providing access to COVID-19 vaccinations.",,"May 19, 2021",Asian Infrastructure Investment Bank,Mongolia: Support for COVID-19 Vaccine Delivery in Mongolia under the Asia Pacific Vaccine Access Facility - Projects - AIIB,
2022/1020,Press Release,https://www.prnewswire.com/news-releases/mongolian-government-to-build-on-covid-19-vaccine-and-booster-success-301436643.html,"
Mongolia secures nearly 70% vaccination rates and an overall casualty rate of only 0.3%
Successes against COVID-19 position country well for ambitious and progressive reforms as part of government's Vision 2050 agenda
ULAANBAATAR, Mongolia, Dec. 3, 2021 /PRNewswire/ -- Mongolia is preparing to build on the success of its COVID-19 management policies with an ambitious new budget and progressive initiatives as part of its Vision 2050 reform agenda.

Mongolia's vaccination and booster programme has so far resulted in 66% of the total population, including 91% of adults, being doubled-vaccinated and 21% of the total population, including 35% of adults, receiving their booster.  Supported by responsible public health policies, the country is seeing a steady decline in infections. Daily cases in November were down 70% from September and October, falling below 150 per day at the end of the month, with an overall case fatality rate of only 0.3%.

According to the Worldometer reference website, Mongolia ranked 39th out of 224 nations for total cases per million people as of 1 December.  Furthermore, the government's decision in June to increase the number of hospital beds available for COVID-19 patients to 23,000 enabled it to hospitalise 27% of its cases, including those at risk of developing severe symptoms, helping reduce the number of fatalities.

These and other steps against COVID-19, which also include a wide ranging MNT 10 trillion (US$3.5 billion) stimulus package credited with saving over 280,000 jobs, have left Mongolia well placed to move past the challenges of the pandemic. The country now looks set to begin realising its Vision 2050 agenda, the long-term development plan introduced by new Prime Minister Oyun-Erdene Luvsannamsrai. As Mongolia marks 100 years of political independence, following the 1921 Mongolian Revolution, Prime Minister Oyun-Erdene has positioned Vision 2050 as a chance for Mongolia to achieve economic independence with a diversified economy, improved governance, green development, and improved quality of life among other goals.

Implementing Vision 2050's wide-ranging policies for Mongolia's economic and social development also received a boost in November with the ratification of Prime Minister Oyun-Erdene's 2022 budget, which shows a spending increase of 4 trillion MNT ($US1.4 billion) over 2021.",,"Dec 03, 2021",Prnewswire,Mongolian Government To Build On COVID-19 Vaccine And Booster Success,
2022/1021,Report,https://www.adb.org/projects/documents/mon-55007-001-rrp,"The project is structured to provide the Government of Mongolia with immediate and flexible financing to purchase safe and effective vaccines against COVID-19 through APVAX. The rapid response component (RRC) will provide financing for direct procurement of APVAX-eligible vaccines from manufacturers as well as international logistics to Mongolia.

The report and recommendation of the President to the Board of Directors (RRP) document describes the terms and conditions of a project for consideration and approval by ADB's Board of Directors.

This document dated May 2021 is provided for the ADB project 55007-001 in Mongolia.

",,"May, 2021",Asian Development Bank,Support for COVID-19 Vaccine Delivery in Mongolia under the Asia Pacific Vaccine Access Facility: Report and Recommendation of the President | Asian Development Bank,
2022/1022,Article,https://www.policyforum.net/mongolias-path-to-economic-revival/,"Mongolia’s government has announced a ‘comprehensive’ plan to help its economy rebound from the shock of the pandemic, but it contains no policies designed specifically to reduce poverty, Ariun-Erdene Bayarjargal writes.

Though pandemics do not ‘die’, COVID-19 is likely to fade away from central focus in 2022. As the world transitions into post-pandemic life and into a new normal, policymakers are now looking at recovery options for economies hit hard by the pandemic. Mongolia is no exception.

Mongolia’s economy contracted by 5.3 per cent in 2020, the largest decline in last two decades, but a strong return on exports helped the economy to rebound in the first half of 2021.

High commodity prices, particularly of mining products, in the world market led to a positive balance of trade despite raw volume of exports decreasing. The International Monetary Fund’s Mongolia outlook indicates growth is expected to be 7.5 per cent in 2022.

Alongside this expectation of strong growth, though, is inflation. Supply-chain disruption induced by border closures caused annual inflation to reach 13.4 per cent as of December last year, and hikes in food and fuel prices have also contributed to inflation.

Consequently, the Bank of Mongolia has shifted to a tighter monetary policy, raising its policy rate by 0.5 points from its historic low level of six per cent at the end of January and increasing reserve requirements.

In terms of vaccines, the government of Mongolia managed to secure vaccines for its population by taking an advantage of its proximity to two large vaccine-producing countries in China and Russia.

By the end of January 2022, over 60 per cent of the adult population had received at least one dose of a vaccine. However this vaccination rate, which is among the highest for lower-middle income countries, has not translated into socio-economic normality, and difficult economic conditions continue to affect the livelihoods of many Mongolians.

More on this:Podcast: The future of work in the wake of COVID-19
Like many other countries, in 2020 the government adopted a generous set of fiscal measures to ease the impact of the pandemic on households. These steps included quintupling child allowance money, doubling food stamp allowance, and substantially raising social welfare payments for the vulnerable.

The total size of the package including tax exemptions and support to small and medium businesses reached 7.5 per cent of gross domestic product (GDP) in total by August 2020.

Further lockdowns caused income losses to households and firms in 2021, and the government continued the relief package by distributing a cash handout of 300 thousand Mongolian Tögrög (US$104) to every citizen, costing the budget equivalent to 2.5 per cent of the country’s GDP.

Overall, 2.4 million people received social assistance, with child allowance money making up 49.6 per cent of assistance received. Of households affected by economic shocks related to COVID-19 pandemic, those employed in low-skilled and/or informal sectors, those with limited economic security, and those living just above the national poverty line were disproportionately impacted and remain at a high risk of falling into poverty.

One micro-simulation analysis by the World Bank indicates the poverty rate could have increased between 5.4 and 7.9 percentage points compared to the pre-COVID-19 projections in the absence of the government’s mitigation policy.

Although these relief programs helped many households retain their income, their rapid withdrawal could create significant difficulties in the wake of increasing inflation. The challenge Mongolia faces now is that it has limited fiscal capacity but must continue supporting its people as the economy recovers. On top of this, further expansionary fiscal policy could lead to currency pressures, exacerbating inflation.

The COVID-19 pandemic has changed the structure and conditions of Mongolia’s labour market. The country’s labour force participation rate is more than two percentage points below 2019 levels as of the third quarter of 2021.

More on this:India’s road to recovery
The service sector, which employs the largest share of workers on casual basis of any industry, was hit hard by the pandemic and the recovery has been slow due to mobility restrictions. Job losses were inevitable in a sector where workers were mostly ineligible for social security payments and other benefits, like paid leave.

This has made marginal income losses even larger among the poor. Women were affected disproportionately too, as they make up the majority of workforce in the service sector, and many were forced out of the labour force to care for children during lockdowns.

Studies have shown that the poor are more vulnerable to unemployment and inflation shocks than the rich, and Mongolia’s situation is no different. There is no doubt the pandemic has exacerbated the vulnerability of certain groups and widened inequality in the country.

Mongolia, like other countries, is shifting from policies focused on short-term economic relief towards accelerating recovery and building resilience. The parliament of Mongolia announced its plan, dubbed the ‘New Revival Policy’, at the end of December 2021, in addition to a four-year plan approved by the government in February 2021.

It focuses on medium-term development issues and outlines improving labour force participation, but it contains a glaring omission – a concrete plan for reducing poverty.

The ‘comprehensive plan’ will cost roughly $3.4 billion, or approximately a quarter of the country’s 2020 GDP in current prices.

The New Revival Policy is on top of this plan and extends this amount to more than $30 billion in the long run. With the government’s yearly revenue in 2021 reaching only $5 billion, it is not at all certain where the fiscal space to finance these programs is coming from in the long term.

While the plan does address issues related to improving youth employment and skills development, along with supporting small and medium businesses, it isn’t acceptable for there to be no specific action outlined for tackling poverty and inequality.

Of course, the government must adopt an integrated and fiscally viable approach to boost medium-term economic prospects and job creation, but it also needs to take specific action to tackle the socio-economic issues facing the Mongolian people, and poverty and inequality are the biggest of these problems.",,21 February 2022,Policyforum,Mongolia’s path to economic revival - Policy Forum,
2022/1023,News,https://www.montsame.mn/en/read/256896,"Ulaanbaatar /MONTSAME/. On March 15, N. Ankhbayar, State Secretary of Ministry of Foreign Affairs received Ambassadors of donor countries to the COVAX Facility in Ulaanbaatar – Australia, the United States, Bulgaria, the United Kingdom, Germany, European Union, Italy, Canada, Kuwait, France, Hungary, China, and Japan, and representatives of the United Nations, WHO and UNICEF.



In the beginning of the meeting, the State Secretary expressed his gratitude again to the Ambassadors of the donor countries for delivery of the first batch of 14,400 doses of vaccines under the COVAX facility on 12 March 2021.



State Secretary Ankhbayar further exchanged views on accelerating supply of the remaining doses of AstraZeneca/Oxford and Pfizer vaccines under the COVAX – Mongolia agreement.



COVID-19 Vaccines Global Access (COVAX), a global initiative aimed at equitable access to COVID-19 vaccines, is currently financed by Australia, Austria, the United States, Belgium, the United Kingdom, Bhutan, Germany, Greece, Denmark, European Union, Ireland, Italy, Iceland, Spain, Canada, Qatar, Colombia, Quwait, Luxembourg, Monaco, Netherlands, Norway, ROK, Saudi Arabia, Singapore, Finland, France, Sweden, Switzerland, New Zealand, Estonia, and Japan and 14 NGOs, foundations and  corporations.",https://www.montsame.mn/files/60500127f19f7.jpeg,2021-03-16,Montsame,"Intensifying COVID-19 vaccine supply discussed with representatives of donor countries, int’l organizations",
2022/1024,News,https://www.montsame.mn/en/read/256205,"Ulaanbaatar /MONTSAME/ Governor of the Capital City D.Sumiyabazar reports that he got inoculated with the first dose of Sinopharm vaccine against coronavirus along with Deputy Prime Minister S.Amarsaikhan today morning at the State Central Second Hospital.



Vaccination drive kicked off in Mongolia on February 23 with Oxford-AstraZeneca COVID-19 vaccine. As of today, more than 26 thousand citizens have received the first dose of vaccine against coronavirus.




According to  the schedule, 12-15 thousand salesmen and service workers are to be vaccinated today, March 10.




Incidentally, Mongolia registered four COVID-19 vaccines – Russia’s Sputnik-V, China’s Sinopharm, Oxford-AstraZeneca and Pfizer-BioNTech vaccine  – in the country’s drug registry. The World Health Organization has approved AstraZeneca and Pfizer vaccines for emergency use. It is expected that the WHO would approve Sputnik-V and Sinopharm vaccines for emergency use within this month.",https://www.montsame.mn/files/604845b3a3e77.png,2021-03-10,Montsame,Deputy PM and City Governor get the first dose of Sinopharm vaccine,
2022/1025,News,https://www.montsame.mn/en/read/256138,"On March 9, Prime Minister L.Oyun-Erdene met with Andrei Mikhnev, World Bank's Country Manager for Mongolia. 

At the meeting, PM Oyun-Erdene said that the World Bank has provided loans and grant assistance worth USD 1.3 billion to Mongolia in the past three decades, contributing immensely to maintain sustainable social and economic development and expressed gratitude for coordinating the Country Partnership Framework for 2021 to 2025 with Mongolia’s development policy and programs. Then, he mentioned that World Bank’s immediate financial assistance for Mongolia's fight against the pandemic has been of great importance.

In turn, Mr. Andrei Mikhnev noted that the World Bank will remain committed to coordinate its actions in Mongolia with the government’s MNT 10 trillion economic recovery and health protection plan and Vision – 2050 and to cooperate with Mongolia in economic diversification, digital transition, transparency, good governance and COVID-19 vaccine supply.",,2021-03-09,Montsame,World Bank to cooperate with Mongolia for COVID-19 vaccine supply,
2022/1026,News,https://www.montsame.mn/en/read/255699,"Ulaanbaatar /MONTSAME/ Yesterday, March 4, an online meeting was held on issues regarding production, use, approval and registration of Sputnik-V vaccine developed by the Russian Federation.



Mongolia has become the 23rd country to approve the use of Sputnik-V vaccine for emergency use and received the first 10,000 doses of Sputnik-V vaccine on February 27.



The meeting was organized by Rossotrudnichestvo Representative Office in Mongolia with participation of representatives from media organizations, doctors and medical scientists of the two countries, Mongolian Red Cross Society and Red Crescent Society, Mongol Em Impex Concern and Intermed Hospital.



Opening the meeting, Head of Rossotrudnichestvo Representative Office in Mongolia A.R.Bazarhandayev provided information on Sputnik-V vaccine. Russia registered ‘world's first’ vaccine against COVID-19 on August 11, 2020. So far 38 countries including Mongolia, Kazakhstan, Argentina, Algeria, Belarus, Bolivia, Palestine, Venezuela, Paraguay, Kyrgyz, Uzbekistan, Hungary, Iran, the United Arab Emirates, Tunisia, Armenia, Bosnia-Herzegovina, Montenegro, Myanmar, Bahrein, Lithuania, Guatemala, San-Marino, Egypt, Siri, Honduras and Vietnam, authorized the Sputnik V vaccine for emergency use. Out of them, nine countries have received the vaccine while 5 countries started using the vaccine in their immunization.



Sputnik-V vaccine is being manufactured in several factories including Gamaleya Institute, Binnopharm, FarmSyntez, R-Farm, Biocad and Generium. As of today, Russia has officially approved three COVID-19 vaccines including Sputnik-V and “EpiVacCorona” developed by Vektor State Research Center of Virology and Biotechnology in Novosibirsk and “KoviVac” by Scientific Center named after M.P.Chumakov and using the vaccines domestically and in other countries.  



Dr. Kurban Aitov from Irkutsk State Medical University emphasized COVID vaccines developed by Russia have not shown any serious adverse effects.




Citing that the Mongolian Government is involving its population in immunization free of charge, Member of Parliament J.Chinburen noted that the country is facing the necessity to expand its vaccination. He also said “ Mongolia has become ready to use the Sputnik-V vaccine in immunization after its approval by the World Health Organization. I am confident that the Russian Federation would lead in development and production of other types of vaccines.”



Director in charge of Foreign Relations and Cooperation of ‘Mongol Em Impex Concern” LLC B.Munkh-Erdene said that our company is supplying other necessary medications that are required in time of COVID-19 pandemic aside from the coronavirus vaccine. We have made a number of researches and obtained information on vaccines being developed by world developed countries. In doing so, we found out Russia’s Sputnik-V vaccine has a high efficacy. Mongolia will receive 20 thousand doses of Sputnik-V vaccine by the order of Government. The first batch of 10 thousand doses of the vaccine was supplied to Mongolia on February 27 and the next batch of vaccine is expected to arrive by March 10. A negotiation to bring 200-250 thousand doses of vaccine monthly further is under discussion.      ",https://www.montsame.mn/files/6041cab4b962a.jpeg,2021-03-05,Montsame,Online meeting held on issues regarding Sputnik-V vaccine,
2022/1027,News,https://www.montsame.mn/en/read/255728,"Ulaanbaatar /MONTSAME/. On March 4, an interim committee responsible for monthly open hearing and discussion on and overseeing the implementation of the law on COVID-19 prevention and combat and reducing its negative socio-economic impact convened for a regular meeting at the State House. 



Minister of Health S.Enkhbold during the meeting delivered a presentation on the nation’s vaccination drive against COVID-19, which was launched on February 23, 2021. 



Mongolia has planned to vaccinate 60 percent of its population or around 1.9 million people above the age of 18 within its vaccination campaign, a total of 470,000 doses of coronavirus vaccines, including 150,000 doses of AstraZeneca from India, 300,000 doses of Sinopharm from China and 20,000 doses of Sputnik V from Russia have arrived in Mongolia so far. 



The Health Minister informed it was agreed that Mongolia to receive another 112,000 doses of AstraZeneca vaccine under COVAX mechanism - a multilateral initiative aimed at accelerating the development and manufacturing of the coronavirus vaccines and guaranteeing fair and equitable access for every country in the world, until June 2021.



Out of them, 14,400 doses will arrive in Mongolia within March 15. In addition, talks are underway within the collaboration between the Mongolian government and the COVAX Facility to get 25,000 doses of Pfizer vaccine. 



According to him, Russia has also pledged to provide more Sputnik V vaccine as assistance and the government is also studying to purchase 200,000 doses of the Sputnik V vaccine by early-May and also buy 300,000 doses of Sinopharm vaccine within April this year. ",https://www.montsame.mn/files/6040f24dcbeed.jpeg,2021-03-05,Montsame,"Mongolia to receive 14,400 doses of AstraZeneca vaccine by March 15",
2022/1028,News,https://www.montsame.mn/en/read/255213,"Ulaanbaatar /MONTSAME/ On February 27, Mongolia received first 10 thousand doses of Sputnik V vaccine developed by the Russian Federation.



The vaccine was brought by a cargo charter flight in route of Seoul-Ulaanbaatar and the next batch of 10 thousand doses of Sputnik V vaccine is planned to arrive within the first week of March. Thus, Mongolia will receive 20 thousand doses of Sputnik V vaccine against coronavirus by the order of the Government.




Minister of Health S.Enkhbold, State Secretary of the Ministry of Health Ts.Erdembileg and Trade Representative of the Russian Federation in Mongolia Maksim V.Vasilev attended the vaccine handing-over ceremony.




In February 2021, the Mongolian Ministry of Health approved the use of Sputnik V vaccine developed by the N.F.Gamaleya Scientific Research Institute of Epidemiology and Microbiology. 




The World Health Organization plans to approve the Sputnik V vaccine for emergency use within March. Furthermore, over 40 countries have registered Sputnik V vaccine in the drug registry to vaccinate their citizens after the approval by the WHO and the scientists defined that the vaccine has 92 percent efficacy, the Ministry of Health reports. ",https://www.montsame.mn/files/603c5bf4f32d2.jpeg,2021-03-01,Montsame,First 10 thousand doses of Sputnik V vaccine received,
2022/1029,News,https://www.montsame.mn/en/read/254452,"150,000 doses of Made in India, Covishield Astra Zeneca Vaccine granted by Government of India have arrived in Mongolia today on February 22, and have been handed over by Ambassador of IM P Singh to Deputy Prime Minister of Mongolia S. Amarsaikhan in a special ceremony held at Buyant-Ukhaa Airport.

 

In his remarks, Ambassador M P Singh said that India is glad to be the first nation to provide Covid vaccine to the ‘Spiritual Neighbour’ and ‘Strategic Partner’ Mongolia, in the very first phase, in which 6.3 million vaccines have been gifted to 13 friendly nations. This gesture demonstrates our cooperative and collaborative spirit, our bond of hearts and the importance of Mongolia in our ‘Act East’ policy.

 

Deputy Prime Minister S.Amarsaikhan thanked the Prime Minister of India for placing Mongolia at the forefront of the list of countries for supply of 150,000 Covid vaccines, and mentioned that today’s event will go down in history. The Deputy Prime Minister then said, “The Mongolia-India strategic partnership is expanding and joint projects and programs are being implemented successfully in various fields to strengthen friendship between the people of Mongolia and India.”

 

The Ambassador expressed hope that the vaccination program, expected to commence shortly in Mongolia, will provide required health security in the country, reinforce the safety of the Mongolian healthcare & frontline workers, and serve as a contribution in bringing the Mongolian economy back to normal growth.

 

In addition to the doses gifted today, India stands ready to assist Mongolia in securing extra supplies of Covid vaccines from India on a commercial basis.",,2021-02-22,Montsame,Mongolia receives first COVID vaccine from India,
